Vehicle Registration,Date Stolen,Date Recovered
PDD 253,2011/2/1,2011/2/17
DHY 721,2011/2/1,2011/2/27
AKT 953,2011/2/1,2011/3/20
VTF 727,2011/2/1,
EXV 457,2011/2/1,2011/2/16
SPN 579,2011/2/1,2011/3/17
GLR 259,2011/2/1,2011/2/27
EVJ 716,2011/2/1,2011/2/16
YWL 332,2011/2/1,2011/2/20
CLG 975,2011/2/1,2011/3/5
WWK 712,2011/2/1,2011/2/27
HKE 736,2011/2/1,
GBN 856,2011/2/1,2011/2/9
BJC 166,2011/2/1,2011/3/4
DPX 226,2011/2/1,2011/2/22
GEX 897,2011/2/1,2011/3/22
EDR 698,2011/2/1,2011/2/15
RFP 614,2011/2/1,2011/3/4
VMN 761,2011/2/1,2011/2/1
RWN 374,2011/2/1,2011/2/16
JNX 599,2011/2/1,2011/3/11
HSM 817,2011/2/1,2011/3/4
NDA 423,2011/2/1,
DZZ 139,2011/2/1,2011/2/24
YEG 552,2011/2/1,2011/3/11
SDJ 962,2011/2/1,2011/3/4
ESS 639,2011/2/1,
RVH 997,2011/2/1,2011/2/8
FEY 851,2011/2/1,2011/2/16
JFR 999,2011/2/1,
HCY 539,2011/2/1,
YEX 788,2011/2/1,
ABS 428,2011/2/1,
JFD 133,2011/2/1,2011/2/11
GHP 876,2011/2/1,2011/2/3
DXY 326,2011/2/1,2011/3/6
KPY 832,2011/2/1,2011/3/12
TVC 979,2011/2/1,2011/3/12
ZEK 529,2011/2/1,2011/2/16
ZJE 381,2011/2/1,2011/3/18
PMR 644,2011/2/1,
MBC 951,2011/2/1,2011/3/2
CHH 922,2011/2/1,2011/2/24
GNW 895,2011/2/1,2011/3/9
YHJ 232,2011/2/1,2011/2/11
TGY 184,2011/2/1,2011/3/15
VZE 579,2011/2/1,2011/3/5
BDH 856,2011/2/1,
HKA 264,2011/2/1,2011/3/20
CSF 834,2011/2/1,2011/3/6
SXA 932,2011/2/1,
SAC 284,2011/2/1,
CWT 447,2011/2/1,2011/2/14
AFJ 168,2011/2/1,2011/2/5
LJB 662,2011/2/1,
KAM 638,2011/2/1,2011/2/9
PDT 563,2011/2/1,
PPZ 989,2011/2/1,2011/2/19
XKR 435,2011/2/1,2011/2/24
ARY 426,2011/2/1,2011/2/7
BSJ 516,2011/2/1,
VAZ 928,2011/2/1,2011/2/15
PPT 827,2011/2/1,
SWK 933,2011/2/1,
LVX 259,2011/2/1,2011/3/16
JLP 355,2011/2/1,
JKS 683,2011/2/1,2011/2/4
GFT 222,2011/2/1,2011/3/16
DZL 492,2011/2/1,2011/3/21
TLK 621,2011/2/1,2011/3/6
CGN 863,2011/2/1,
SNW 326,2011/2/1,2011/2/4
PBC 513,2011/2/1,2011/2/12
LZW 494,2011/2/1,2011/2/11
NNB 969,2011/2/1,2011/3/21
WGS 436,2011/2/1,
KEB 192,2011/2/1,2011/2/10
BHJ 657,2011/2/1,2011/2/14
JPT 662,2011/2/1,2011/3/7
CFR 768,2011/2/1,2011/3/18
JTZ 742,2011/2/1,2011/2/14
JEW 364,2011/2/1,
AKZ 799,2011/2/1,2011/2/24
MKY 755,2011/2/1,2011/2/14
KND 776,2011/2/1,
HHF 435,2011/2/1,2011/2/1
XMR 282,2011/2/1,2011/3/18
GTE 936,2011/2/1,2011/3/14
ZPV 127,2011/2/1,2011/2/18
LVJ 571,2011/2/1,
KEW 181,2011/2/1,2011/2/18
RTK 141,2011/2/1,2011/3/20
MJJ 779,2011/2/1,
DER 174,2011/2/1,
WDL 178,2011/2/1,2011/2/2
GMJ 533,2011/2/1,2011/2/5
WPA 472,2011/2/1,2011/2/19
RRW 643,2011/2/1,2011/2/25
BFE 258,2011/2/1,2011/2/2
HNJ 261,2011/2/1,2011/3/19
CEE 243,2011/2/1,2011/2/24
VAJ 194,2011/2/1,
ACK 128,2011/2/1,2011/3/20
PGA 283,2011/2/1,2011/3/15
SZM 314,2011/2/1,2011/3/19
VNK 559,2011/2/1,2011/3/9
