Vehicle Registration,LicensedFrom,LicensedTo
A51,01/06/2008 00:00:00,31/05/2008 00:00:00
A52,01/06/2008 00:00:00,31/05/2008 00:00:00
A53,01/06/2008 00:00:00,31/05/2008 00:00:00
A54,01/06/2008 00:00:00,31/05/2008 00:00:00
A55,01/06/2008 00:00:00,31/05/2008 00:00:00
A56,01/06/2008 00:00:00,31/05/2008 00:00:00
A57,01/06/2008 00:00:00,31/05/2008 00:00:00
A58,01/06/2008 00:00:00,31/05/2008 00:00:00
A59,01/06/2008 00:00:00,31/05/2008 00:00:00
B51,01/06/2008 00:00:00,31/05/2008 00:00:00
B52,01/06/2008 00:00:00,31/05/2008 00:00:00
B53,01/06/2008 00:00:00,31/05/2008 00:00:00
B54,01/06/2008 00:00:00,31/05/2008 00:00:00
B55,01/06/2008 00:00:00,31/05/2008 00:00:00
B56,01/06/2008 00:00:00,31/05/2008 00:00:00
B57,01/06/2008 00:00:00,31/05/2008 00:00:00
B58,01/06/2008 00:00:00,31/05/2008 00:00:00
B59,01/06/2008 00:00:00,31/05/2008 00:00:00
C51,01/06/2008 00:00:00,31/05/2008 00:00:00
C52,01/06/2008 00:00:00,31/05/2008 00:00:00
C53,01/06/2008 00:00:00,31/05/2008 00:00:00
C54,01/06/2008 00:00:00,31/05/2008 00:00:00
C55,01/06/2008 00:00:00,31/05/2008 00:00:00
C56,01/06/2008 00:00:00,31/05/2008 00:00:00
C57,01/06/2008 00:00:00,31/05/2008 00:00:00
C58,01/06/2008 00:00:00,31/05/2008 00:00:00
C59,01/06/2008 00:00:00,31/05/2008 00:00:00
D51,01/06/2008 00:00:00,31/05/2008 00:00:00
D52,01/06/2008 00:00:00,31/05/2008 00:00:00
D53,01/06/2008 00:00:00,31/05/2008 00:00:00
D54,01/06/2008 00:00:00,31/05/2008 00:00:00
D55,01/06/2008 00:00:00,31/05/2008 00:00:00
D56,01/06/2008 00:00:00,31/05/2008 00:00:00
D57,01/06/2008 00:00:00,31/05/2008 00:00:00
D58,01/06/2008 00:00:00,31/05/2008 00:00:00
D59,01/06/2008 00:00:00,31/05/2008 00:00:00
E51,01/06/2008 00:00:00,31/05/2008 00:00:00
E52,01/06/2008 00:00:00,31/05/2008 00:00:00
E53,01/06/2008 00:00:00,31/05/2008 00:00:00
E54,01/06/2008 00:00:00,31/05/2008 00:00:00
E55,01/06/2008 00:00:00,31/05/2008 00:00:00
E56,01/06/2008 00:00:00,31/05/2008 00:00:00
E57,01/06/2008 00:00:00,31/05/2008 00:00:00
E58,01/06/2008 00:00:00,31/05/2008 00:00:00
E59,01/06/2008 00:00:00,31/05/2008 00:00:00
F51,01/06/2008 00:00:00,31/05/2008 00:00:00
F52,01/06/2008 00:00:00,31/05/2008 00:00:00
F53,01/06/2008 00:00:00,31/05/2008 00:00:00
F54,01/06/2008 00:00:00,31/05/2008 00:00:00
F55,01/06/2008 00:00:00,31/05/2008 00:00:00
F56,01/06/2008 00:00:00,31/05/2008 00:00:00
F57,01/06/2008 00:00:00,31/05/2008 00:00:00
F58,01/06/2008 00:00:00,31/05/2008 00:00:00
F59,01/06/2008 00:00:00,31/05/2008 00:00:00
G51,01/06/2008 00:00:00,31/05/2008 00:00:00
G52,01/06/2008 00:00:00,31/05/2008 00:00:00
G53,01/06/2008 00:00:00,31/05/2008 00:00:00
G54,01/06/2008 00:00:00,31/05/2008 00:00:00
G55,01/06/2008 00:00:00,31/05/2008 00:00:00
G56,01/06/2008 00:00:00,31/05/2008 00:00:00
G57,01/06/2008 00:00:00,31/05/2008 00:00:00
G58,01/06/2008 00:00:00,31/05/2008 00:00:00
G59,01/06/2008 00:00:00,31/05/2008 00:00:00
H51,01/06/2008 00:00:00,31/05/2008 00:00:00
H52,01/06/2008 00:00:00,31/05/2008 00:00:00
H53,01/06/2008 00:00:00,31/05/2008 00:00:00
H54,01/06/2008 00:00:00,31/05/2008 00:00:00
H55,01/06/2008 00:00:00,31/05/2008 00:00:00
H56,01/06/2008 00:00:00,31/05/2008 00:00:00
H57,01/06/2008 00:00:00,31/05/2008 00:00:00
H58,01/06/2008 00:00:00,31/05/2008 00:00:00
H59,01/06/2008 00:00:00,31/05/2008 00:00:00
J51,01/06/2008 00:00:00,31/05/2008 00:00:00
J52,01/06/2008 00:00:00,31/05/2008 00:00:00
J53,01/06/2008 00:00:00,31/05/2008 00:00:00
J54,01/06/2008 00:00:00,31/05/2008 00:00:00
J55,01/06/2008 00:00:00,31/05/2008 00:00:00
J56,01/06/2008 00:00:00,31/05/2008 00:00:00
J57,01/06/2008 00:00:00,31/05/2008 00:00:00
J58,01/06/2008 00:00:00,31/05/2008 00:00:00
J59,01/06/2008 00:00:00,31/05/2008 00:00:00
K51,01/06/2008 00:00:00,31/05/2008 00:00:00
K52,01/06/2008 00:00:00,31/05/2008 00:00:00
K53,01/06/2008 00:00:00,31/05/2008 00:00:00
K54,01/06/2008 00:00:00,31/05/2008 00:00:00
K55,01/06/2008 00:00:00,31/05/2008 00:00:00
K56,01/06/2008 00:00:00,31/05/2008 00:00:00
K57,01/06/2008 00:00:00,31/05/2008 00:00:00
K58,01/06/2008 00:00:00,31/05/2008 00:00:00
K59,01/06/2008 00:00:00,31/05/2008 00:00:00
L51,01/06/2008 00:00:00,31/05/2008 00:00:00
L52,01/06/2008 00:00:00,31/05/2008 00:00:00
L53,01/06/2008 00:00:00,31/05/2008 00:00:00
L54,01/06/2008 00:00:00,31/05/2008 00:00:00
L55,01/06/2008 00:00:00,31/05/2008 00:00:00
L56,01/06/2008 00:00:00,31/05/2008 00:00:00
L57,01/06/2008 00:00:00,31/05/2008 00:00:00
L58,01/06/2008 00:00:00,31/05/2008 00:00:00
L59,01/06/2008 00:00:00,31/05/2008 00:00:00
M51,01/06/2008 00:00:00,31/05/2008 00:00:00
M52,01/06/2008 00:00:00,31/05/2008 00:00:00
M53,01/06/2008 00:00:00,31/05/2008 00:00:00
M54,01/06/2008 00:00:00,31/05/2008 00:00:00
M55,01/06/2008 00:00:00,31/05/2008 00:00:00
M56,01/06/2008 00:00:00,31/05/2008 00:00:00
M57,01/06/2008 00:00:00,31/05/2008 00:00:00
M58,01/06/2008 00:00:00,31/05/2008 00:00:00
M59,01/06/2008 00:00:00,31/05/2008 00:00:00
N51,01/06/2008 00:00:00,31/05/2008 00:00:00
N52,01/06/2008 00:00:00,31/05/2008 00:00:00
N53,01/06/2008 00:00:00,31/05/2008 00:00:00
N54,01/06/2008 00:00:00,31/05/2008 00:00:00
N55,01/06/2008 00:00:00,31/05/2008 00:00:00
N56,01/06/2008 00:00:00,31/05/2008 00:00:00
N57,01/06/2008 00:00:00,31/05/2008 00:00:00
N58,01/06/2008 00:00:00,31/05/2008 00:00:00
N59,01/06/2008 00:00:00,31/05/2008 00:00:00
P51,01/06/2008 00:00:00,31/05/2008 00:00:00
P52,01/06/2008 00:00:00,31/05/2008 00:00:00
P53,01/06/2008 00:00:00,31/05/2008 00:00:00
P54,01/06/2008 00:00:00,31/05/2008 00:00:00
P55,01/06/2008 00:00:00,31/05/2008 00:00:00
P56,01/06/2008 00:00:00,31/05/2008 00:00:00
P57,01/06/2008 00:00:00,31/05/2008 00:00:00
P58,01/06/2008 00:00:00,31/05/2008 00:00:00
P59,01/06/2008 00:00:00,31/05/2008 00:00:00
R51,01/06/2008 00:00:00,31/05/2008 00:00:00
R52,01/06/2008 00:00:00,31/05/2008 00:00:00
R53,01/06/2008 00:00:00,31/05/2008 00:00:00
R54,01/06/2008 00:00:00,31/05/2008 00:00:00
R55,01/06/2008 00:00:00,31/05/2008 00:00:00
R56,01/06/2008 00:00:00,31/05/2008 00:00:00
R57,01/06/2008 00:00:00,31/05/2008 00:00:00
R58,01/06/2008 00:00:00,31/05/2008 00:00:00
R59,01/06/2008 00:00:00,31/05/2008 00:00:00
S51,01/06/2008 00:00:00,31/05/2008 00:00:00
S52,01/06/2008 00:00:00,31/05/2008 00:00:00
S53,01/06/2008 00:00:00,31/05/2008 00:00:00
S54,01/06/2008 00:00:00,31/05/2008 00:00:00
S55,01/06/2008 00:00:00,31/05/2008 00:00:00
S56,01/06/2008 00:00:00,31/05/2008 00:00:00
S57,01/06/2008 00:00:00,31/05/2008 00:00:00
S58,01/06/2008 00:00:00,31/05/2008 00:00:00
S59,01/06/2008 00:00:00,31/05/2008 00:00:00
T51,01/06/2008 00:00:00,31/05/2008 00:00:00
T52,01/06/2008 00:00:00,31/05/2008 00:00:00
T53,01/06/2008 00:00:00,31/05/2008 00:00:00
T54,01/06/2008 00:00:00,31/05/2008 00:00:00
T55,01/06/2008 00:00:00,31/05/2008 00:00:00
T56,01/06/2008 00:00:00,31/05/2008 00:00:00
T57,01/06/2008 00:00:00,31/05/2008 00:00:00
T58,01/06/2008 00:00:00,31/05/2008 00:00:00
T59,01/06/2008 00:00:00,31/05/2008 00:00:00
V51,01/06/2008 00:00:00,31/05/2008 00:00:00
V52,01/06/2008 00:00:00,31/05/2008 00:00:00
V53,01/06/2008 00:00:00,31/05/2008 00:00:00
V54,01/06/2008 00:00:00,31/05/2008 00:00:00
V55,01/06/2008 00:00:00,31/05/2008 00:00:00
V56,01/06/2008 00:00:00,31/05/2008 00:00:00
V57,01/06/2008 00:00:00,31/05/2008 00:00:00
V58,01/06/2008 00:00:00,31/05/2008 00:00:00
