Vehicle Registration,Date Stolen,Date Recovered
SWB 196,2016/11/26,2016/12/13
VAH 567,2016/11/26,2017/1/6
FCG 942,2016/11/26,2017/1/14
KXA 349,2016/11/26,2017/1/7
JPS 965,2016/11/26,
PPP 171,2016/11/26,
NFV 316,2016/11/26,2016/12/8
XVP 161,2016/11/26,2016/12/18
ESC 118,2016/11/26,2017/1/11
DDJ 868,2016/11/26,2016/12/20
KZS 226,2016/11/26,2016/12/23
HEC 789,2016/11/26,2016/12/26
DTX 194,2016/11/26,2016/11/28
GAC 935,2016/11/26,
HFN 643,2016/11/26,2016/12/29
DKR 872,2016/11/26,2017/1/13
NWP 895,2016/11/26,2016/12/17
XZW 246,2016/11/26,2016/12/17
GCK 641,2016/11/26,2016/12/6
CFW 573,2016/11/26,
AYJ 481,2016/11/26,2016/11/27
WPS 455,2016/11/26,2016/12/6
ZTM 674,2016/11/26,2017/1/7
PTS 769,2016/11/26,2016/12/6
ZSC 539,2016/11/26,
BNT 738,2016/11/26,2016/12/16
BGM 174,2016/11/26,2016/12/15
BWV 143,2016/11/26,2016/12/6
JBJ 747,2016/11/26,2016/12/9
RHM 271,2016/11/26,2016/12/8
HDR 342,2016/11/26,2017/1/11
GLK 521,2016/11/26,2017/1/6
JVJ 356,2016/11/26,2016/12/3
ANH 483,2016/11/26,2017/1/12
NAS 269,2016/11/26,
CWK 938,2016/11/26,2017/1/4
MTV 871,2016/11/26,2016/12/12
AHG 885,2016/11/26,
MKX 236,2016/11/26,2016/11/30
EEC 632,2016/11/26,2016/11/27
VSX 141,2016/11/26,2016/12/9
SAE 368,2016/11/26,2016/12/11
DHJ 896,2016/11/26,2016/12/13
RGR 597,2016/11/26,2016/12/18
GBA 266,2016/11/26,2016/12/29
EHL 347,2016/11/26,2017/1/8
XMK 882,2016/11/26,
HAK 247,2016/11/26,2016/12/28
NJA 572,2016/11/26,2017/1/13
RYR 621,2016/11/26,2016/12/18
KFP 436,2016/11/26,
VWV 625,2016/11/26,2016/11/29
RLS 173,2016/11/26,2016/12/28
MWE 956,2016/11/26,2016/11/26
NMR 223,2016/11/26,
JWT 943,2016/11/26,
WFY 644,2016/11/26,
PXW 441,2016/11/26,
WMB 689,2016/11/26,2016/12/9
VRR 967,2016/11/26,2016/12/15
JBB 374,2016/11/26,
JNN 343,2016/11/26,2016/12/28
EPB 838,2016/11/26,2016/12/9
ZMX 773,2016/11/26,2016/12/23
LRB 314,2016/11/26,2016/12/18
RXE 341,2016/11/26,2016/11/26
AHS 976,2016/11/26,2017/1/12
VDG 252,2016/11/26,
AST 724,2016/11/26,2016/12/11
DND 479,2016/11/26,2016/12/22
MHR 456,2016/11/26,2016/12/4
RNL 813,2016/11/26,2016/11/26
KAG 733,2016/11/26,2016/12/12
AWV 246,2016/11/26,2017/1/4
PHP 251,2016/11/26,2016/12/28
MWB 684,2016/11/26,2017/1/4
NSY 778,2016/11/26,2016/12/31
AAH 771,2016/11/26,
VRF 768,2016/11/26,2017/1/13
HWD 427,2016/11/26,2017/1/5
BYN 761,2016/11/26,2016/12/3
RJC 579,2016/11/26,2016/12/29
GZW 221,2016/11/26,2016/12/6
TNH 873,2016/11/26,2016/11/29
ETP 858,2016/11/26,2016/12/17
MLB 385,2016/11/26,2016/12/28
DSC 286,2016/11/26,2016/12/17
SXY 173,2016/11/26,2016/11/30
GVG 938,2016/11/26,2017/1/13
NCS 719,2016/11/26,2017/1/8
YYS 928,2016/11/26,2016/12/17
HRC 694,2016/11/26,2017/1/11
JSZ 127,2016/11/26,2016/11/29
TRR 797,2016/11/26,2017/1/13
ARD 861,2016/11/26,2016/12/4
HSR 774,2016/11/26,
ELG 398,2016/11/26,2016/12/1
XJF 527,2016/11/26,2016/12/30
RHN 332,2016/11/26,2016/12/27
MMR 514,2016/11/26,2016/12/25
CLN 456,2016/11/26,
MXY 286,2016/11/26,2016/12/7
ABA 473,2016/11/26,
WZV 426,2016/11/26,2016/12/7
VXK 713,2016/11/26,
MKT 424,2016/11/26,2016/12/18
GZK 942,2016/11/26,2016/12/25
MMN 584,2016/11/26,2017/1/11
RJJ 925,2016/11/26,2016/12/25
YAX 456,2016/11/26,2017/1/7
MYC 323,2016/11/26,2016/12/4
GNF 677,2016/11/26,
LXS 815,2016/11/26,2016/12/29
JSB 433,2016/11/26,2016/12/14
REY 937,2016/11/26,2016/12/28
FTS 639,2016/11/26,2016/11/29
VVW 691,2016/11/26,
FGW 528,2016/11/26,
EJY 573,2016/11/26,2017/1/9
FFN 371,2016/11/26,2016/12/25
RWM 547,2016/11/26,2017/1/12
WXR 982,2016/11/26,2016/12/8
JRK 816,2016/11/26,2016/12/21
XAJ 641,2016/11/26,2016/12/9
SLW 438,2016/11/26,2016/12/27
KGR 869,2016/11/26,
AEW 167,2016/11/26,
GAP 443,2016/11/26,2016/12/6
PKE 439,2016/11/26,2016/12/2
BAK 796,2016/11/26,2017/1/6
BGR 332,2016/11/26,2016/12/26
CVA 333,2016/11/26,
CYF 376,2016/11/26,
BGB 636,2016/11/26,2016/12/4
ERG 169,2016/11/26,2016/12/19
VEF 589,2016/11/26,2016/12/9
ZHR 946,2016/11/26,2016/12/6
MNE 921,2016/11/26,2017/1/1
PJA 699,2016/11/26,
LWK 543,2016/11/26,
BGN 992,2016/11/26,2016/12/8
KWN 175,2016/11/26,2016/12/10
LVX 586,2016/11/26,
WML 527,2016/11/26,2016/12/1
GAX 857,2016/11/26,2016/12/22
DKE 244,2016/11/26,2016/12/15
MRA 647,2016/11/26,2016/12/11
LMC 577,2016/11/26,2016/12/18
TGV 775,2016/11/26,2016/12/11
FLG 456,2016/11/26,2017/1/1
CMA 565,2016/11/26,2017/1/13
SLH 961,2016/11/26,2016/12/29
ZLK 167,2016/11/26,
HHH 858,2016/11/26,2017/1/12
TRH 279,2016/11/26,
GFA 214,2016/11/26,
VWK 137,2016/11/26,2017/1/7
GYD 421,2016/11/26,2016/11/30
MMD 175,2016/11/26,
JET 461,2016/11/26,2017/1/14
GDB 649,2016/11/26,
WYY 787,2016/11/26,2017/1/13
DDR 621,2016/11/26,2016/12/17
BJP 195,2016/11/26,
YDB 115,2016/11/26,2016/12/16
XBE 851,2016/11/26,2016/12/8
FNE 544,2016/11/26,2017/1/4
TSM 136,2016/11/26,2016/12/4
DTW 679,2016/11/26,2016/12/3
TBS 186,2016/11/26,
DZT 433,2016/11/26,2017/1/3
JVG 494,2016/11/26,2016/12/10
YWR 826,2016/11/26,2017/1/12
JMT 477,2016/11/26,
YKX 488,2016/11/26,2016/11/29
ZGF 868,2016/11/26,2016/12/31
TKE 199,2016/11/26,2017/1/9
ALZ 754,2016/11/26,2017/1/8
KEJ 559,2016/11/26,
TWX 941,2016/11/26,2016/12/31
WHP 354,2016/11/26,
NJG 484,2016/11/26,2016/12/11
KML 442,2016/11/26,2017/1/10
ZBF 219,2016/11/26,2016/12/2
TJX 286,2016/11/26,
AJY 261,2016/11/26,2016/12/11
MGL 863,2016/11/26,2016/12/5
KVG 421,2016/11/26,2017/1/11
FJP 451,2016/11/26,2017/1/4
HKJ 138,2016/11/26,2016/12/5
TWP 753,2016/11/26,2016/12/12
EGV 948,2016/11/26,2017/1/11
KHW 348,2016/11/26,2017/1/12
MSM 292,2016/11/26,2016/12/13
PHR 352,2016/11/26,2016/12/2
ADF 238,2016/11/26,2016/12/18
LKN 999,2016/11/26,2016/12/20
XDF 772,2016/11/26,
YDJ 927,2016/11/26,2016/12/22
EXF 368,2016/11/26,2016/12/2
FAS 564,2016/11/26,2016/12/30
XTJ 394,2016/11/26,2016/12/8
PFF 245,2016/11/26,2016/12/15
XGT 172,2016/11/26,
BMM 741,2016/11/26,2016/12/17
LSC 433,2016/11/26,2016/12/14
PHR 459,2016/11/26,2016/12/12
PYP 376,2016/11/26,2016/11/26
KFF 485,2016/11/26,2016/12/21
VTS 749,2016/11/26,2016/12/20
YXK 459,2016/11/26,
ETC 552,2016/11/26,2017/1/4
RKY 119,2016/11/26,
VCN 736,2016/11/26,2016/12/16
KZJ 826,2016/11/26,2016/12/1
SDE 141,2016/11/26,2016/11/30
ZWA 915,2016/11/26,2016/12/26
YHM 448,2016/11/26,2017/1/2
HLB 571,2016/11/26,
HKH 878,2016/11/26,2016/12/30
AWV 465,2016/11/26,2016/12/25
HLX 927,2016/11/26,2016/12/1
KPV 996,2016/11/26,2017/1/14
FAP 617,2016/11/26,
PTJ 513,2016/11/26,2017/1/14
XCD 327,2016/11/26,2017/1/10
HLK 217,2016/11/26,2017/1/5
WWE 689,2016/11/26,2017/1/8
GWF 436,2016/11/26,
RYB 857,2016/11/26,2017/1/7
CZG 631,2016/11/26,2017/1/11
ZZS 224,2016/11/26,2017/1/13
ENZ 355,2016/11/26,2016/12/13
NHL 269,2016/11/26,
ZRL 973,2016/11/26,2016/12/9
YJJ 387,2016/11/26,2017/1/13
YER 976,2016/11/26,2016/11/30
PMA 967,2016/11/26,
ANE 591,2016/11/26,2016/12/4
GTH 121,2016/11/26,2017/1/8
JFE 531,2016/11/26,2016/12/15
NYG 223,2016/11/26,
DJG 355,2016/11/26,2016/12/11
ASP 939,2016/11/26,2016/12/15
RDP 357,2016/11/26,2017/1/3
DVY 989,2016/11/26,
CEY 875,2016/11/26,2016/12/13
YHK 644,2016/11/26,2016/12/3
MSM 173,2016/11/26,2016/12/27
