Vehicle Registration,Date Stolen,Date Recovered
NNG 982,2017/2/11,
BCE 497,2017/2/11,2017/3/23
MJL 133,2017/2/11,2017/3/12
ANV 819,2017/2/11,2017/2/12
WHZ 758,2017/2/11,2017/2/18
HST 692,2017/2/11,2017/3/28
YBJ 521,2017/2/11,2017/2/28
AAX 347,2017/2/11,
CYN 571,2017/2/11,2017/2/19
FRS 559,2017/2/11,2017/2/27
RLY 155,2017/2/11,2017/2/19
ASV 499,2017/2/11,2017/3/5
PNM 964,2017/2/11,2017/3/16
XTH 548,2017/2/11,
SBN 982,2017/2/11,2017/3/15
TVN 937,2017/2/11,2017/3/16
ECY 943,2017/2/11,2017/2/23
VAC 727,2017/2/11,
XSS 946,2017/2/11,2017/3/21
YYF 887,2017/2/11,
CZF 398,2017/2/11,2017/3/14
VFB 899,2017/2/11,
JJC 517,2017/2/11,2017/4/1
HKA 514,2017/2/11,
HZP 242,2017/2/11,
CHC 159,2017/2/11,
KEL 462,2017/2/11,2017/2/16
ZPY 582,2017/2/11,2017/2/25
SZK 133,2017/2/11,2017/3/13
DBK 769,2017/2/11,2017/2/18
YAB 992,2017/2/11,2017/3/9
WFD 827,2017/2/11,2017/2/20
BSJ 565,2017/2/11,
NFF 574,2017/2/11,
LNN 814,2017/2/11,2017/3/6
KED 128,2017/2/11,2017/2/13
WKR 956,2017/2/11,2017/3/22
FXH 789,2017/2/11,2017/3/8
MBH 624,2017/2/11,2017/3/29
FVB 437,2017/2/11,2017/2/13
EWR 378,2017/2/11,2017/3/11
VCN 217,2017/2/11,2017/3/19
STM 154,2017/2/11,2017/2/23
LZR 764,2017/2/11,2017/2/20
WNM 133,2017/2/11,2017/3/17
MMV 187,2017/2/11,2017/3/13
BPP 521,2017/2/11,2017/2/26
NEV 728,2017/2/11,2017/2/22
XAH 537,2017/2/11,2017/2/17
BXM 962,2017/2/11,2017/3/17
JES 986,2017/2/11,2017/2/27
FTK 249,2017/2/11,2017/3/5
GLD 752,2017/2/11,2017/2/20
LDL 454,2017/2/11,2017/2/18
LBJ 913,2017/2/11,2017/3/10
SMF 539,2017/2/11,
KVR 219,2017/2/11,2017/2/24
AHL 629,2017/2/11,2017/2/25
PBR 455,2017/2/11,
XXB 987,2017/2/11,2017/2/15
CJY 779,2017/2/11,2017/3/2
VCZ 778,2017/2/11,2017/2/17
EJX 246,2017/2/11,2017/3/13
EPF 183,2017/2/11,2017/3/3
FZN 716,2017/2/11,2017/2/20
RBN 458,2017/2/11,
VJS 589,2017/2/11,2017/2/18
TZN 173,2017/2/11,2017/3/20
SRL 734,2017/2/11,2017/3/14
