Vehicle Registration,LicensedFrom,LicensedTo
A21,01/02/2002 00:00:00,31/01/2002 00:00:00
A23,01/02/2002 00:00:00,31/01/2002 00:00:00
A25,01/02/2002 00:00:00,31/01/2002 00:00:00
A27,01/02/2002 00:00:00,31/01/2002 00:00:00
A29,01/02/2002 00:00:00,31/01/2002 00:00:00
B21,01/02/2002 00:00:00,31/01/2002 00:00:00
B23,01/02/2002 00:00:00,31/01/2002 00:00:00
B25,01/02/2002 00:00:00,31/01/2002 00:00:00
B27,01/02/2002 00:00:00,31/01/2002 00:00:00
B29,01/02/2002 00:00:00,31/01/2002 00:00:00
C21,01/02/2002 00:00:00,31/01/2002 00:00:00
C23,01/02/2002 00:00:00,31/01/2002 00:00:00
C25,01/02/2002 00:00:00,31/01/2002 00:00:00
C27,01/02/2002 00:00:00,31/01/2002 00:00:00
C29,01/02/2002 00:00:00,31/01/2002 00:00:00
D21,01/02/2002 00:00:00,31/01/2002 00:00:00
D23,01/02/2002 00:00:00,31/01/2002 00:00:00
D25,01/02/2002 00:00:00,31/01/2002 00:00:00
D27,01/02/2002 00:00:00,31/01/2002 00:00:00
D29,01/02/2002 00:00:00,31/01/2002 00:00:00
E21,01/02/2002 00:00:00,31/01/2002 00:00:00
E23,01/02/2002 00:00:00,31/01/2002 00:00:00
E25,01/02/2002 00:00:00,31/01/2002 00:00:00
E27,01/02/2002 00:00:00,31/01/2002 00:00:00
E29,01/02/2002 00:00:00,31/01/2002 00:00:00
F21,01/02/2002 00:00:00,31/01/2002 00:00:00
F23,01/02/2002 00:00:00,31/01/2002 00:00:00
F25,01/02/2002 00:00:00,31/01/2002 00:00:00
F27,01/02/2002 00:00:00,31/01/2002 00:00:00
F29,01/02/2002 00:00:00,31/01/2002 00:00:00
G21,01/02/2002 00:00:00,31/01/2002 00:00:00
G23,01/02/2002 00:00:00,31/01/2002 00:00:00
G25,01/02/2002 00:00:00,31/01/2002 00:00:00
G27,01/02/2002 00:00:00,31/01/2002 00:00:00
G29,01/02/2002 00:00:00,31/01/2002 00:00:00
H21,01/02/2002 00:00:00,31/01/2002 00:00:00
H23,01/02/2002 00:00:00,31/01/2002 00:00:00
H25,01/02/2002 00:00:00,31/01/2002 00:00:00
H27,01/02/2002 00:00:00,31/01/2002 00:00:00
H29,01/02/2002 00:00:00,31/01/2002 00:00:00
J21,01/02/2002 00:00:00,31/01/2002 00:00:00
J23,01/02/2002 00:00:00,31/01/2002 00:00:00
J25,01/02/2002 00:00:00,31/01/2002 00:00:00
J27,01/02/2002 00:00:00,31/01/2002 00:00:00
J29,01/02/2002 00:00:00,31/01/2002 00:00:00
K21,01/02/2002 00:00:00,31/01/2002 00:00:00
K23,01/02/2002 00:00:00,31/01/2002 00:00:00
K25,01/02/2002 00:00:00,31/01/2002 00:00:00
K27,01/02/2002 00:00:00,31/01/2002 00:00:00
K29,01/02/2002 00:00:00,31/01/2002 00:00:00
L21,01/02/2002 00:00:00,31/01/2002 00:00:00
L23,01/02/2002 00:00:00,31/01/2002 00:00:00
L25,01/02/2002 00:00:00,31/01/2002 00:00:00
L27,01/02/2002 00:00:00,31/01/2002 00:00:00
