Vehicle Registration,Date Stolen,Date Recovered
AHW 651,2017/11/15,2017/12/26
KFK 598,2017/11/15,2017/12/11
HNR 374,2017/11/15,2017/12/29
WYN 271,2017/11/15,
BRB 732,2017/11/15,
SMT 823,2017/11/15,
RWK 511,2017/11/15,2017/12/2
KXT 657,2017/11/15,2017/12/16
LFJ 378,2017/11/15,
SPN 361,2017/11/15,2017/12/24
YLL 863,2017/11/15,
GKF 452,2017/11/15,
YHH 897,2017/11/15,2017/12/3
WGV 552,2017/11/15,2017/11/15
CER 127,2017/11/15,2017/12/24
DHY 366,2017/11/15,2017/12/19
CMG 389,2017/11/15,2017/12/17
CRA 346,2017/11/15,
KXH 354,2017/11/15,
NBS 581,2017/11/15,2017/11/26
PGH 987,2017/11/15,
MLZ 575,2017/11/15,2017/12/25
VTX 734,2017/11/15,2018/1/3
RDT 722,2017/11/15,
KVS 236,2017/11/15,2017/12/4
HDT 143,2017/11/15,
GES 125,2017/11/15,
GPH 798,2017/11/15,2018/1/2
BYC 986,2017/11/15,2017/11/25
HEH 179,2017/11/15,2017/11/30
SRK 943,2017/11/15,2017/12/29
VMW 737,2017/11/15,2017/12/20
DGZ 535,2017/11/15,2017/11/29
ZLS 929,2017/11/15,2017/12/8
GAZ 459,2017/11/15,2017/11/15
BEC 385,2017/11/15,2017/11/16
LWY 498,2017/11/15,
JVA 969,2017/11/15,2017/12/20
BLJ 374,2017/11/15,
GFJ 141,2017/11/15,2017/12/24
KBL 491,2017/11/15,2017/12/6
XWZ 691,2017/11/15,
LFE 428,2017/11/15,
VTB 751,2017/11/15,2017/12/20
AML 544,2017/11/15,2017/12/30
AZG 844,2017/11/15,2017/11/26
CGN 284,2017/11/15,2017/12/2
DKN 317,2017/11/15,2018/1/2
CPR 466,2017/11/15,
HFH 251,2017/11/15,2017/12/18
MXN 255,2017/11/15,2017/12/11
EXH 187,2017/11/15,2018/1/2
ZLT 878,2017/11/15,2017/12/16
NKW 612,2017/11/15,
TDT 228,2017/11/15,2017/12/3
CBF 737,2017/11/15,2017/12/1
FBD 138,2017/11/15,2017/12/18
FBP 179,2017/11/15,2017/12/11
SEG 698,2017/11/15,2017/11/21
CDS 759,2017/11/15,2017/11/29
CEG 112,2017/11/15,2017/12/29
LAX 123,2017/11/15,
MFZ 146,2017/11/15,2017/12/20
YYY 129,2017/11/15,2017/11/22
VSY 565,2017/11/15,2017/12/30
HKE 991,2017/11/15,2017/11/16
FMD 393,2017/11/15,2017/12/9
LXB 227,2017/11/15,2017/12/17
XNG 544,2017/11/15,
JJS 958,2017/11/15,2017/12/10
XDW 688,2017/11/15,2017/12/4
FLA 757,2017/11/15,2017/12/4
VTB 476,2017/11/15,2017/12/4
ADY 555,2017/11/15,2018/1/3
HEF 191,2017/11/15,2017/12/15
EVE 947,2017/11/15,2017/12/12
ZDE 772,2017/11/15,2017/11/22
TZP 798,2017/11/15,2017/11/15
LHK 353,2017/11/15,2017/12/15
CBD 945,2017/11/15,2017/12/7
PGM 433,2017/11/15,
AYG 949,2017/11/15,2017/11/16
TML 143,2017/11/15,2017/11/19
NKP 712,2017/11/15,2018/1/1
MHC 647,2017/11/15,2017/12/3
JFF 616,2017/11/15,2017/12/3
AVE 894,2017/11/15,2018/1/1
EWV 963,2017/11/15,2017/11/22
ZAK 184,2017/11/15,
CFS 115,2017/11/15,2017/12/17
BJR 211,2017/11/15,
JVK 585,2017/11/15,
CJP 123,2017/11/15,2017/12/6
WCS 768,2017/11/15,2017/11/27
EWW 369,2017/11/15,2017/12/25
SGR 995,2017/11/15,2017/11/24
SNA 696,2017/11/15,2017/12/21
ZAJ 946,2017/11/15,2017/12/9
MTG 163,2017/11/15,
PSH 964,2017/11/15,2017/12/20
XBA 186,2017/11/15,2017/12/24
DBG 659,2017/11/15,
