Vehicle Registration,Date Stolen,Date Recovered
JYY 464,2012/11/25,2012/12/10
WWZ 393,2012/11/25,
AEJ 516,2012/11/25,2012/11/27
GSC 965,2012/11/25,2012/12/21
PET 538,2012/11/25,2013/1/8
XRL 916,2012/11/25,2013/1/7
BYC 926,2012/11/25,2012/11/29
XCA 934,2012/11/25,2013/1/5
HJS 856,2012/11/25,2013/1/8
GYN 422,2012/11/25,2012/12/31
VEW 746,2012/11/25,
CAP 279,2012/11/25,2012/12/2
WDP 791,2012/11/25,2012/12/14
BXR 217,2012/11/25,2012/12/23
KJD 252,2012/11/25,2013/1/9
XRR 517,2012/11/25,2012/12/17
TAM 159,2012/11/25,2012/12/30
VJR 593,2012/11/25,2012/11/25
KWT 481,2012/11/25,2012/11/25
FWW 348,2012/11/25,2012/12/15
KGK 925,2012/11/25,2012/12/6
RKG 154,2012/11/25,2013/1/4
RGB 211,2012/11/25,2012/12/22
AWV 624,2012/11/25,2012/12/10
ZHA 681,2012/11/25,2012/12/5
PGT 479,2012/11/25,2012/12/5
BDP 283,2012/11/25,2012/12/8
TSY 476,2012/11/25,2012/12/7
CJC 242,2012/11/25,2013/1/6
BDN 732,2012/11/25,
PYP 982,2012/11/25,2012/11/30
BRX 118,2012/11/25,
BLG 381,2012/11/25,2012/12/19
GZB 675,2012/11/25,2012/11/29
SWT 893,2012/11/25,2012/12/17
GJC 738,2012/11/25,2012/12/22
AMR 887,2012/11/25,2012/12/12
LTR 825,2012/11/25,2012/11/28
NGJ 314,2012/11/25,2012/11/29
BHB 497,2012/11/25,2012/12/23
KWP 293,2012/11/25,
LEH 266,2012/11/25,2013/1/4
GND 143,2012/11/25,2012/11/30
KWT 569,2012/11/25,2012/12/25
EDJ 388,2012/11/25,2012/12/26
NHV 918,2012/11/25,2012/12/6
MFC 465,2012/11/25,
SYT 152,2012/11/25,2012/12/13
NRA 435,2012/11/25,2013/1/9
YXK 152,2012/11/25,2012/12/28
PHZ 482,2012/11/25,2012/11/30
AFN 926,2012/11/25,2013/1/1
ZFH 488,2012/11/25,
HRK 711,2012/11/25,2012/12/25
GFJ 229,2012/11/25,2012/12/28
MJK 199,2012/11/25,2012/12/9
DBB 383,2012/11/25,2012/12/28
EZA 274,2012/11/25,2012/12/22
PAR 926,2012/11/25,
PZV 541,2012/11/25,2012/11/29
JBM 114,2012/11/25,2012/12/29
NNY 395,2012/11/25,
WLK 934,2012/11/25,2012/12/3
XAR 852,2012/11/25,
XRV 795,2012/11/25,2013/1/10
HRH 669,2012/11/25,
JSR 972,2012/11/25,2012/11/27
YZC 978,2012/11/25,2012/12/17
BWJ 379,2012/11/25,2012/12/5
MDM 615,2012/11/25,2013/1/8
ZML 856,2012/11/25,2012/12/16
PVT 949,2012/11/25,2012/12/21
EYN 867,2012/11/25,2012/12/14
LHH 574,2012/11/25,2013/1/10
BCZ 246,2012/11/25,2013/1/8
KSS 923,2012/11/25,2013/1/7
PZK 291,2012/11/25,2012/12/16
DZH 239,2012/11/25,2012/11/25
XHW 394,2012/11/25,2012/12/4
BCJ 815,2012/11/25,2012/12/12
LTX 798,2012/11/25,
SVB 437,2012/11/25,2012/12/5
SLA 856,2012/11/25,2012/12/25
